hue__tmp_padova_ambrosia.id,hue__tmp_padova_ambrosia.data,hue__tmp_padova_ambrosia.aceraceae,hue__tmp_padova_ambrosia.alternaria,hue__tmp_padova_ambrosia.altripollini,hue__tmp_padova_ambrosia.alnus,hue__tmp_padova_ambrosia.ambrosia,hue__tmp_padova_ambrosia.artemisia,hue__tmp_padova_ambrosia.betulaceae,hue__tmp_padova_ambrosia.betula,hue__tmp_padova_ambrosia.compositae,hue__tmp_padova_ambrosia.corylaceae,hue__tmp_padova_ambrosia.cupressaceae_taxaceae,hue__tmp_padova_ambrosia.carpinus,hue__tmp_padova_ambrosia.castanea_sativa,hue__tmp_padova_ambrosia.fagaceae,hue__tmp_padova_ambrosia.fagus_sylvatica,hue__tmp_padova_ambrosia.gramineae,hue__tmp_padova_ambrosia.oleaceae,hue__tmp_padova_ambrosia.pinaceae,hue__tmp_padova_ambrosia.plantaginaceae,hue__tmp_padova_ambrosia.platanaceae,hue__tmp_padova_ambrosia.populus,hue__tmp_padova_ambrosia.quercus,hue__tmp_padova_ambrosia.salicaceae,hue__tmp_padova_ambrosia.salix,hue__tmp_padova_ambrosia.ulmaceae,hue__tmp_padova_ambrosia.urticaceae,hue__tmp_padova_ambrosia.t_med,hue__tmp_padova_ambrosia.t_min,hue__tmp_padova_ambrosia.t_max,hue__tmp_padova_ambrosia.precipitazione,hue__tmp_padova_ambrosia.u_min,hue__tmp_padova_ambrosia.u_max,hue__tmp_padova_ambrosia.class_ambrosia
948,2017-01-28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,-2.7,NULL,NULL,58.0,89.0,assente
949,2017-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,-1.8,NULL,NULL,59.0,95.0,assente
950,2017-01-30,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,-2.0,NULL,NULL,66.0,100.0,assente
951,2017-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.2,NULL,NULL,78.0,100.0,assente
952,2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,3.3,NULL,NULL,100.0,100.0,assente
953,2017-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,4.8,NULL,NULL,94.0,100.0,assente
954,2017-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,6.6,NULL,NULL,100.0,100.0,assente
955,2017-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,6.5,NULL,NULL,93.0,100.0,assente
956,2017-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.1,NULL,NULL,93.0,100.0,assente
957,2017-02-06,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,6.7,NULL,NULL,89.0,100.0,assente
958,2017-02-07,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,7.1,NULL,NULL,62.0,97.0,assente
959,2017-02-08,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.8,NULL,NULL,56.0,88.0,assente
960,2017-02-09,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,2.4,NULL,NULL,53.0,76.0,assente
961,2017-02-10,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,5.1,NULL,NULL,59.0,80.0,assente
962,2017-02-11,0.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,6.0,NULL,NULL,64.0,84.0,assente
963,2017-02-12,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.1,NULL,NULL,70.0,96.0,assente
964,2017-02-13,0.0,4.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.6,NULL,NULL,66.0,98.0,assente
965,2017-02-14,0.0,1.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,1.8,NULL,NULL,44.0,94.0,assente
966,2017-02-15,0.0,19.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,48.0,70.0,0.0,0.0,0.0,0.0,0.0,3.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.8,1.7,NULL,NULL,55.0,100.0,assente
967,2017-02-16,0.0,8.0,1.0,40.0,0.0,0.0,40.0,0.0,0.0,29.0,91.0,0.0,0.0,0.0,0.0,0.0,6.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.9,2.7,NULL,NULL,40.0,100.0,assente
968,2017-02-17,0.0,1.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.8,NULL,NULL,83.0,100.0,assente
969,2017-02-18,0.0,2.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,18.0,98.0,0.0,0.0,0.0,0.0,0.0,6.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.5,2.7,NULL,NULL,47.0,99.0,assente
970,2017-02-19,0.0,5.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,9.0,76.0,0.0,0.0,0.0,0.0,0.0,7.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.2,3.7,NULL,NULL,56.0,94.0,assente
971,2017-02-20,0.0,4.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.9,3.7,NULL,NULL,63.0,100.0,assente
972,2017-02-21,0.0,2.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.4,NULL,NULL,89.0,100.0,assente
973,2017-02-22,0.0,3.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.6,4.6,NULL,NULL,71.0,98.0,assente
974,2017-02-23,0.0,2.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.1,7.0,NULL,NULL,80.0,100.0,assente
975,2017-02-24,0.0,0.0,1.0,23.0,0.0,0.0,23.0,0.0,0.0,12.0,51.0,0.0,0.0,0.0,0.0,0.0,6.0,NULL,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,8.3,7.3,NULL,NULL,84.0,100.0,assente
976,2017-02-25,1.0,3.0,1.0,117.0,0.0,0.0,118.0,1.0,0.0,35.0,117.0,0.0,0.0,0.0,0.0,0.0,17.0,NULL,0.0,0.0,6.0,0.0,6.0,0.0,29.0,0.0,8.1,4.6,NULL,NULL,37.0,85.0,assente
977,2017-02-26,1.0,4.0,1.0,39.0,0.0,0.0,41.0,2.0,0.0,42.0,254.0,0.0,0.0,0.0,0.0,0.0,6.0,NULL,0.0,0.0,7.0,0.0,8.0,0.0,16.0,0.0,7.2,1.3,NULL,NULL,45.0,95.0,assente
978,2017-02-27,0.0,5.0,1.0,29.0,0.0,0.0,30.0,0.0,0.0,5.0,114.0,0.0,0.0,0.0,0.0,0.0,13.0,NULL,0.0,0.0,30.0,0.0,30.0,0.0,15.0,0.0,8.4,3.4,NULL,NULL,40.0,94.0,assente
979,2017-02-28,0.0,3.0,3.0,39.0,0.0,0.0,39.0,0.0,0.0,4.0,359.0,0.0,0.0,0.0,0.0,0.0,15.0,NULL,0.0,0.0,17.0,0.0,17.0,0.0,11.0,0.0,9.0,7.3,NULL,NULL,74.0,100.0,assente
980,2017-03-01,0.0,4.0,5.0,13.0,0.0,0.0,13.0,0.0,0.0,7.0,128.0,0.0,0.0,0.0,0.0,0.0,19.0,NULL,0.0,0.0,110.0,0.0,110.0,0.0,22.0,0.0,9.6,6.2,NULL,NULL,60.0,100.0,assente
981,2017-03-02,0.0,6.0,3.0,47.0,0.0,0.0,50.0,3.0,0.0,24.0,254.0,0.0,0.0,0.0,0.0,0.0,21.0,NULL,0.0,0.0,49.0,0.0,49.0,0.0,50.0,0.0,9.8,5.4,NULL,NULL,47.0,98.0,assente
982,2017-03-03,0.0,7.0,3.0,21.0,0.0,0.0,23.0,1.0,0.0,19.0,240.0,0.0,0.0,0.0,0.0,0.0,11.0,NULL,0.0,0.0,29.0,0.0,31.0,2.0,25.0,0.0,10.1,5.5,NULL,NULL,60.0,98.0,assente
983,2017-03-04,2.0,6.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,124.0,0.0,0.0,0.0,0.0,0.0,11.0,NULL,0.0,0.0,14.0,0.0,14.0,0.0,1.0,1.0,9.9,7.8,NULL,NULL,85.0,100.0,assente
984,2017-03-05,1.0,6.0,3.0,8.0,0.0,0.0,8.0,0.0,0.0,2.0,266.0,0.0,0.0,0.0,0.0,0.0,28.0,NULL,0.0,0.0,42.0,0.0,42.0,0.0,27.0,0.0,10.2,6.7,NULL,NULL,51.0,94.0,assente
985,2017-03-06,0.0,3.0,3.0,6.0,0.0,0.0,7.0,0.0,0.0,6.0,158.0,0.0,0.0,0.0,0.0,0.0,19.0,NULL,0.0,0.0,25.0,0.0,28.0,3.0,10.0,0.0,9.7,6.3,NULL,NULL,57.0,97.0,assente
986,2017-03-07,0.0,12.0,2.0,10.0,0.0,0.0,17.0,7.0,0.0,33.0,240.0,24.0,0.0,0.0,0.0,0.0,24.0,NULL,0.0,0.0,14.0,0.0,15.0,1.0,14.0,0.0,11.3,5.6,NULL,NULL,29.0,96.0,assente
987,2017-03-08,0.0,12.0,1.0,8.0,0.0,0.0,13.0,5.0,0.0,22.0,278.0,18.0,0.0,0.0,0.0,0.0,17.0,NULL,0.0,0.0,6.0,0.0,7.0,1.0,5.0,0.0,11.1,4.6,NULL,NULL,20.0,69.0,assente
988,2017-03-09,0.0,12.0,2.0,10.0,0.0,0.0,12.0,2.0,0.0,25.0,272.0,23.0,0.0,0.0,0.0,1.0,18.0,NULL,0.0,0.0,17.0,0.0,19.0,2.0,27.0,0.0,11.6,5.9,NULL,NULL,30.0,79.0,assente
989,2017-03-10,9.0,12.0,3.0,17.0,0.0,0.0,23.0,6.0,0.0,52.0,533.0,46.0,0.0,0.0,0.0,0.0,23.0,NULL,0.0,0.0,17.0,0.0,19.0,2.0,15.0,0.0,13.1,7.2,NULL,NULL,13.0,76.0,assente
990,2017-03-11,6.0,6.0,4.0,24.0,0.0,0.0,27.0,3.0,0.0,12.0,301.0,10.0,0.0,0.0,0.0,0.0,15.0,NULL,0.0,0.0,45.0,0.0,45.0,0.0,3.0,0.0,10.4,4.2,NULL,NULL,26.0,61.0,assente
991,2017-03-12,13.0,5.0,3.0,11.0,0.0,0.0,13.0,2.0,0.0,10.0,79.0,9.0,0.0,0.0,0.0,0.0,3.0,NULL,0.0,0.0,40.0,0.0,41.0,1.0,5.0,0.0,9.5,5.5,NULL,NULL,37.0,83.0,assente
992,2017-03-13,8.0,8.0,0.0,10.0,0.0,0.0,12.0,1.0,0.0,5.0,42.0,3.0,0.0,0.0,0.0,0.0,5.0,NULL,0.0,0.0,71.0,0.0,71.0,0.0,1.0,0.0,9.3,3.7,NULL,NULL,36.0,90.0,assente
993,2017-03-14,10.0,22.0,3.0,4.0,0.0,0.0,5.0,1.0,0.0,3.0,122.0,3.0,0.0,0.0,0.0,2.0,5.0,NULL,0.0,0.0,147.0,0.0,148.0,0.0,1.0,0.0,11.3,5.5,NULL,NULL,40.0,92.0,assente
994,2017-03-15,103.0,7.0,3.0,7.0,0.0,0.0,9.0,2.0,0.0,13.0,127.0,12.0,0.0,0.0,0.0,1.0,13.0,NULL,0.0,0.0,136.0,0.0,138.0,2.0,3.0,0.0,11.8,6.5,NULL,NULL,38.0,99.0,assente
995,2017-03-16,50.0,4.0,1.0,4.0,0.0,0.0,8.0,3.0,0.0,7.0,117.0,6.0,0.0,0.0,0.0,1.0,12.0,NULL,0.0,0.0,80.0,0.0,83.0,3.0,3.0,0.0,11.9,6.5,NULL,NULL,34.0,88.0,assente
996,2017-03-17,57.0,8.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,9.0,84.0,8.0,0.0,0.0,0.0,0.0,13.0,NULL,0.0,0.0,42.0,0.0,45.0,3.0,0.0,0.0,11.7,6.1,NULL,NULL,46.0,93.0,assente
997,2017-03-18,36.0,7.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,8.0,92.0,8.0,0.0,0.0,0.0,0.0,37.0,NULL,0.0,0.0,45.0,0.0,46.0,0.0,2.0,0.0,11.1,8.0,NULL,NULL,63.0,91.0,assente
998,2017-03-19,5.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,110.0,6.0,0.0,0.0,0.0,0.0,34.0,NULL,0.0,0.0,43.0,0.0,45.0,2.0,2.0,0.0,11.6,7.8,NULL,NULL,62.0,99.0,assente
999,2017-03-20,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,2.0,0.0,0.0,0.0,0.0,9.0,NULL,0.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0,12.1,8.3,NULL,NULL,63.0,100.0,assente
1000,2017-03-21,50.0,4.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,63.0,1.0,0.0,0.0,0.0,0.0,20.0,NULL,0.0,0.0,23.0,0.0,26.0,3.0,0.0,1.0,12.3,10.2,NULL,NULL,76.0,99.0,assente
1001,2017-03-22,47.0,9.0,6.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,118.0,7.0,0.0,0.0,0.0,0.0,40.0,NULL,0.0,0.0,27.0,0.0,28.0,1.0,0.0,0.0,12.1,10.3,NULL,NULL,87.0,99.0,assente
1002,2017-03-23,63.0,8.0,8.0,0.0,0.0,0.0,4.0,4.0,0.0,10.0,137.0,10.0,0.0,0.0,0.0,0.0,27.0,NULL,0.0,1.0,35.0,0.0,41.0,6.0,1.0,0.0,14.6,11.4,NULL,NULL,59.0,98.0,assente
1003,2017-03-24,54.0,10.0,5.0,1.0,0.0,0.0,6.0,5.0,0.0,11.0,106.0,11.0,0.0,0.0,0.0,0.0,29.0,NULL,0.0,8.0,35.0,0.0,38.0,4.0,0.0,0.0,14.7,9.9,NULL,NULL,51.0,100.0,assente
1004,2017-03-25,18.0,10.0,12.0,2.0,0.0,0.0,8.0,6.0,0.0,8.0,127.0,8.0,0.0,0.0,0.0,0.0,38.0,NULL,0.0,15.0,29.0,0.0,35.0,5.0,0.0,1.0,15.5,10.0,NULL,NULL,40.0,99.0,assente
1005,2017-03-26,10.0,2.0,6.0,1.0,0.0,0.0,7.0,6.0,0.0,12.0,151.0,12.0,0.0,0.0,0.0,0.0,8.0,NULL,0.0,24.0,9.0,0.0,11.0,2.0,0.0,0.0,12.6,8.7,NULL,NULL,56.0,99.0,assente
1006,2017-03-27,7.0,9.0,2.0,8.0,0.0,0.0,14.0,6.0,0.0,2.0,40.0,2.0,0.0,0.0,0.0,0.0,32.0,NULL,0.0,30.0,12.0,0.0,16.0,4.0,0.0,0.0,11.7,7.9,NULL,NULL,23.0,63.0,assente
1007,2017-03-28,20.0,10.0,33.0,0.0,0.0,0.0,10.0,10.0,1.0,14.0,15.0,14.0,0.0,2.0,0.0,2.0,19.0,NULL,0.0,23.0,18.0,2.0,23.0,5.0,0.0,0.0,13.2,6.4,NULL,NULL,27.0,72.0,assente
1008,2017-03-29,61.0,11.0,76.0,0.0,0.0,0.0,38.0,38.0,0.0,25.0,23.0,25.0,0.0,4.0,0.0,11.0,35.0,NULL,0.0,184.0,27.0,4.0,42.0,15.0,2.0,1.0,16.1,8.4,NULL,NULL,26.0,77.0,assente
1009,2017-03-30,83.0,18.0,165.0,0.0,0.0,0.0,46.0,46.0,1.0,56.0,37.0,56.0,0.0,14.0,0.0,8.0,102.0,NULL,0.0,242.0,63.0,14.0,91.0,28.0,0.0,4.0,17.1,10.2,NULL,NULL,31.0,78.0,assente
1010,2017-03-31,14.0,5.0,113.0,0.0,0.0,0.0,37.0,36.0,0.0,10.0,20.0,10.0,0.0,19.0,0.0,6.0,39.0,NULL,0.0,292.0,7.0,19.0,32.0,25.0,1.0,3.0,16.7,11.2,NULL,NULL,32.0,81.0,assente
1011,2017-04-01,41.0,9.0,57.0,0.0,0.0,0.0,10.0,10.0,0.0,27.0,58.0,27.0,0.0,9.0,0.0,8.0,13.0,NULL,0.0,48.0,7.0,9.0,25.0,18.0,0.0,4.0,15.0,11.1,NULL,NULL,46.0,88.0,assente
1012,2017-04-02,8.0,4.0,38.0,1.0,0.0,0.0,16.0,15.0,1.0,14.0,66.0,14.0,0.0,18.0,0.0,9.0,14.0,NULL,0.0,49.0,4.0,18.0,21.0,18.0,0.0,7.0,14.9,11.0,NULL,NULL,57.0,79.0,assente
1013,2017-04-03,34.0,1.0,111.0,0.0,0.0,0.0,14.0,14.0,0.0,12.0,41.0,12.0,0.0,21.0,0.0,7.0,31.0,NULL,0.0,66.0,3.0,21.0,12.0,9.0,0.0,6.0,17.5,9.2,NULL,NULL,27.0,86.0,assente
1014,2017-04-04,21.0,15.0,123.0,1.0,0.0,0.0,42.0,40.0,0.0,44.0,68.0,44.0,0.0,74.0,0.0,16.0,32.0,NULL,0.0,185.0,16.0,74.0,99.0,83.0,0.0,8.0,17.8,12.3,NULL,NULL,34.0,97.0,assente
1015,2017-04-05,3.0,5.0,35.0,2.0,0.0,0.0,4.0,2.0,0.0,8.0,4.0,8.0,0.0,11.0,0.0,8.0,5.0,NULL,0.0,27.0,2.0,11.0,5.0,3.0,0.0,20.0,13.8,11.0,NULL,NULL,61.0,99.0,assente
1016,2017-04-06,7.0,15.0,119.0,0.0,0.0,0.0,6.0,6.0,0.0,18.0,14.0,18.0,0.0,50.0,0.0,16.0,9.0,NULL,0.0,130.0,2.0,50.0,68.0,66.0,1.0,56.0,14.5,10.6,NULL,NULL,52.0,95.0,assente
1017,2017-04-07,3.0,16.0,74.0,0.0,0.0,0.0,18.0,18.0,0.0,13.0,19.0,13.0,0.0,32.0,0.0,29.0,15.0,NULL,0.0,41.0,1.0,32.0,29.0,28.0,1.0,106.0,13.9,10.4,NULL,NULL,48.0,89.0,assente
1018,2017-04-08,5.0,27.0,61.0,1.0,0.0,0.0,11.0,10.0,0.0,7.0,5.0,7.0,0.0,17.0,0.0,8.0,8.0,NULL,0.0,35.0,0.0,17.0,15.0,15.0,1.0,253.0,15.0,8.8,NULL,NULL,41.0,96.0,assente
1019,2017-04-09,0.0,11.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,5.0,0.0,10.0,0.0,23.0,1.0,NULL,0.0,35.0,0.0,10.0,11.0,11.0,0.0,155.0,15.7,10.3,NULL,NULL,40.0,99.0,assente
1020,2017-04-10,2.0,6.0,44.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,7.0,7.0,0.0,18.0,0.0,28.0,2.0,NULL,0.0,18.0,2.0,18.0,9.0,7.0,0.0,333.0,16.6,10.4,NULL,NULL,39.0,93.0,assente
1021,2017-04-11,2.0,14.0,267.0,0.0,0.0,0.0,11.0,11.0,0.0,22.0,10.0,22.0,0.0,26.0,0.0,22.0,3.0,NULL,0.0,27.0,0.0,26.0,6.0,6.0,1.0,49.0,16.7,12.0,NULL,NULL,45.0,95.0,assente
1022,2017-04-12,5.0,16.0,422.0,0.0,0.0,0.0,15.0,15.0,0.0,14.0,20.0,14.0,0.0,46.0,0.0,87.0,12.0,NULL,0.0,38.0,0.0,46.0,22.0,21.0,0.0,64.0,16.6,12.5,NULL,NULL,40.0,74.0,assente
1023,2017-04-13,2.0,17.0,503.0,0.0,0.0,0.0,14.0,14.0,3.0,13.0,27.0,13.0,0.0,35.0,0.0,122.0,5.0,NULL,0.0,15.0,0.0,35.0,16.0,16.0,0.0,94.0,16.4,11.1,NULL,NULL,50.0,93.0,assente
1024,2017-04-14,0.0,13.0,488.0,1.0,0.0,0.0,16.0,15.0,0.0,16.0,38.0,16.0,0.0,57.0,0.0,113.0,9.0,NULL,0.0,13.0,0.0,57.0,11.0,11.0,0.0,100.0,18.0,14.8,NULL,NULL,53.0,91.0,assente
1025,2017-04-15,1.0,5.0,121.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,18.0,7.0,0.0,35.0,0.0,93.0,5.0,NULL,0.0,13.0,0.0,35.0,3.0,3.0,1.0,28.0,15.9,13.7,NULL,NULL,68.0,98.0,assente
1026,2017-04-16,1.0,15.0,294.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,4.0,0.0,14.0,0.0,68.0,5.0,NULL,0.0,5.0,0.0,14.0,1.0,1.0,1.0,42.0,15.6,11.0,NULL,NULL,49.0,100.0,assente
1027,2017-04-17,2.0,9.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,13.0,0.0,143.0,3.0,NULL,0.0,1.0,0.0,13.0,1.0,1.0,0.0,22.0,13.3,9.6,NULL,NULL,34.0,90.0,assente
1028,2017-04-18,3.0,2.0,23.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,3.0,0.0,9.0,0.0,27.0,1.0,NULL,0.0,1.0,0.0,9.0,7.0,7.0,0.0,15.0,9.1,5.9,NULL,NULL,65.0,92.0,assente
1029,2017-04-19,0.0,10.0,56.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,3.0,0.0,14.0,0.0,7.0,2.0,NULL,0.0,4.0,0.0,14.0,3.0,3.0,0.0,32.0,10.0,4.4,NULL,NULL,15.0,87.0,assente
1030,2017-04-20,0.0,6.0,40.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,4.0,0.0,47.0,4.0,NULL,0.0,2.0,0.0,4.0,0.0,0.0,0.0,22.0,9.8,4.8,NULL,NULL,17.0,62.0,assente
1031,2017-04-21,1.0,6.0,70.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,3.0,0.0,16.0,0.0,124.0,1.0,NULL,0.0,1.0,1.0,16.0,1.0,0.0,0.0,42.0,10.3,5.8,NULL,NULL,30.0,75.0,assente
1032,2017-04-22,0.0,7.0,77.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,147.0,0.0,NULL,0.0,2.0,2.0,9.0,3.0,0.0,0.0,26.0,10.6,4.6,NULL,NULL,29.0,76.0,assente
1033,2017-04-23,0.0,10.0,47.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,28.0,0.0,171.0,3.0,NULL,0.0,1.0,1.0,28.0,5.0,3.0,0.0,33.0,12.5,5.3,NULL,NULL,44.0,84.0,assente
1034,2017-04-24,2.0,8.0,32.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,16.0,4.0,0.0,65.0,0.0,118.0,1.0,NULL,0.0,2.0,1.0,65.0,2.0,1.0,0.0,25.0,14.3,12.2,NULL,NULL,57.0,86.0,assente
1035,2017-04-25,3.0,8.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,22.0,3.0,0.0,54.0,0.0,63.0,2.0,NULL,0.0,2.0,0.0,54.0,1.0,1.0,0.0,33.0,15.2,12.7,NULL,NULL,60.0,87.0,assente
1036,2017-04-26,1.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,70.0,0.0,84.0,1.0,NULL,0.0,1.0,0.0,70.0,2.0,2.0,0.0,12.0,13.7,12.4,NULL,NULL,88.0,100.0,assente
1037,2017-04-27,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,6.0,NULL,0.0,0.0,0.0,4.0,0.0,0.0,0.0,21.0,15.4,13.1,NULL,NULL,86.0,100.0,assente
1038,2017-04-28,5.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,32.0,0.0,59.0,3.0,NULL,0.0,3.0,2.0,31.0,3.0,1.0,0.0,24.0,13.7,9.5,NULL,NULL,41.0,100.0,assente
1039,2017-04-29,0.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,13.0,0.0,35.0,1.0,NULL,0.0,1.0,0.0,13.0,0.0,0.0,0.0,13.0,13.0,7.5,NULL,NULL,32.0,81.0,assente
1040,2017-04-30,0.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,14.0,1.0,125.0,0.0,NULL,0.0,1.0,0.0,13.0,0.0,0.0,0.0,17.0,13.5,8.0,NULL,NULL,37.0,79.0,assente
1041,2017-05-01,1.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,63.0,0.0,NULL,0.0,0.0,0.0,15.0,1.0,1.0,0.0,12.0,12.7,9.5,NULL,NULL,45.0,99.0,assente
