hue__tmp_padova_plantaginaceae.id,hue__tmp_padova_plantaginaceae.data,hue__tmp_padova_plantaginaceae.aceraceae,hue__tmp_padova_plantaginaceae.alternaria,hue__tmp_padova_plantaginaceae.altripollini,hue__tmp_padova_plantaginaceae.alnus,hue__tmp_padova_plantaginaceae.ambrosia,hue__tmp_padova_plantaginaceae.artemisia,hue__tmp_padova_plantaginaceae.betulaceae,hue__tmp_padova_plantaginaceae.betula,hue__tmp_padova_plantaginaceae.compositae,hue__tmp_padova_plantaginaceae.corylaceae,hue__tmp_padova_plantaginaceae.cupressaceaetaxaceae,hue__tmp_padova_plantaginaceae.carpinus,hue__tmp_padova_plantaginaceae.castaneasativa,hue__tmp_padova_plantaginaceae.fagaceae,hue__tmp_padova_plantaginaceae.fagussylvatica,hue__tmp_padova_plantaginaceae.gramineae,hue__tmp_padova_plantaginaceae.oleaceae,hue__tmp_padova_plantaginaceae.pinaceae,hue__tmp_padova_plantaginaceae.plantaginaceae,hue__tmp_padova_plantaginaceae.platanaceae,hue__tmp_padova_plantaginaceae.populus,hue__tmp_padova_plantaginaceae.quercus,hue__tmp_padova_plantaginaceae.salicaceae,hue__tmp_padova_plantaginaceae.salix,hue__tmp_padova_plantaginaceae.ulmaceae,hue__tmp_padova_plantaginaceae.urticaceae,hue__tmp_padova_plantaginaceae.tmed,hue__tmp_padova_plantaginaceae.tmin,hue__tmp_padova_plantaginaceae.tmax,hue__tmp_padova_plantaginaceae.precipitazione,hue__tmp_padova_plantaginaceae.umin,hue__tmp_padova_plantaginaceae.umax,hue__tmp_padova_plantaginaceae.classplantaginaceae
426,NULL,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,32.0,0.0,25.0,15.0,NULL,0.0,0.0,0.0,32.0,0.0,0.0,NULL,15.0,21.7,17.2,26.9,0.0,43.0,89.0,assente
427,NULL,0.0,12.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,75.0,0.0,58.0,18.0,NULL,3.0,0.0,0.0,75.0,0.0,0.0,NULL,22.0,18.8,15.7,21.5,0.8,60.0,93.0,alto
428,NULL,0.0,6.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,12.0,9.0,NULL,1.0,0.0,0.0,24.0,0.0,0.0,NULL,2.0,15.2,11.6,20.9,40.6,56.0,96.0,medio
429,NULL,0.0,2.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,NULL,0.0,0.0,0.0,1.0,0.0,0.0,NULL,0.0,13.6,11.7,14.8,6.0,85.0,97.0,assente
430,NULL,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,NULL,0.0,0.0,0.0,1.0,0.0,0.0,NULL,3.0,14.0,12.7,15.4,5.2,80.0,96.0,assente
431,NULL,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,3.0,NULL,2.0,0.0,0.0,2.0,0.0,0.0,NULL,8.0,17.5,12.0,22.5,0.0,41.0,92.0,medio
432,NULL,0.0,64.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,37.0,6.0,NULL,3.0,0.0,0.0,5.0,0.0,0.0,NULL,20.0,18.7,14.2,24.8,4.0,44.0,92.0,alto
433,NULL,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,3.0,NULL,2.0,0.0,0.0,4.0,0.0,0.0,NULL,4.0,17.0,14.0,22.0,2.0,52.0,94.0,medio
434,NULL,0.0,8.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,12.0,17.7,13.9,22.3,2.2,39.0,94.0,assente
435,NULL,0.0,46.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,31.0,8.0,NULL,2.0,0.0,0.0,9.0,0.0,0.0,NULL,13.0,17.8,13.3,22.2,0.0,46.0,82.0,medio
436,NULL,0.0,56.0,18.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,21.0,11.0,NULL,2.0,0.0,0.0,10.0,0.0,0.0,NULL,8.0,18.7,13.0,23.8,0.0,47.0,83.0,medio
437,NULL,0.0,52.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,17.0,0.0,35.0,9.0,NULL,7.0,0.0,0.0,17.0,0.0,0.0,NULL,11.0,20.4,14.9,25.1,0.0,50.0,88.0,alto
438,NULL,0.0,25.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,16.0,0.0,10.0,19.0,NULL,1.0,0.0,0.0,16.0,0.0,0.0,NULL,6.0,20.2,17.1,24.6,0.0,42.0,89.0,medio
439,NULL,0.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,17.0,0.0,15.0,21.0,NULL,4.0,0.0,0.0,17.0,0.0,0.0,NULL,7.0,21.5,15.9,27.1,0.0,44.0,89.0,alto
440,NULL,0.0,52.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,11.0,8.0,NULL,1.0,0.0,0.0,3.0,0.0,0.0,NULL,11.0,23.3,18.3,28.4,0.0,49.0,92.0,medio
441,NULL,0.0,52.0,14.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,18.0,23.0,0.0,22.0,10.0,NULL,3.0,0.0,0.0,5.0,0.0,0.0,NULL,24.0,25.0,18.8,30.7,0.0,40.0,89.0,alto
442,NULL,0.0,79.0,20.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,38.0,7.0,NULL,13.0,0.0,0.0,0.0,0.0,0.0,NULL,45.0,26.9,21.4,32.7,0.0,34.0,89.0,alto
443,NULL,0.0,95.0,15.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,34.0,7.0,NULL,9.0,0.0,0.0,2.0,0.0,0.0,NULL,32.0,26.8,22.8,31.3,0.0,47.0,73.0,alto
444,NULL,0.0,81.0,12.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,60.0,3.0,NULL,13.0,0.0,0.0,5.0,0.0,0.0,NULL,41.0,26.7,22.6,31.0,0.0,51.0,82.0,alto
445,NULL,0.0,64.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,34.0,7.0,NULL,5.0,0.0,0.0,2.0,0.0,0.0,NULL,6.0,26.8,22.2,32.3,0.0,27.0,87.0,alto
446,NULL,0.0,49.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,12.0,1.0,NULL,4.0,0.0,0.0,0.0,0.0,0.0,NULL,32.0,26.3,21.7,31.0,0.0,29.0,65.0,alto
447,NULL,0.0,24.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,4.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,NULL,16.0,25.3,19.5,30.5,0.0,34.0,73.0,medio
448,NULL,0.0,54.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,28.0,0.0,35.0,2.0,NULL,14.0,0.0,0.0,1.0,0.0,0.0,NULL,14.0,25.3,20.5,29.7,0.0,41.0,74.0,alto
449,NULL,0.0,70.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,18.0,0.0,31.0,0.0,NULL,9.0,0.0,0.0,4.0,0.0,0.0,NULL,16.0,25.5,20.4,30.4,0.0,43.0,77.0,alto
450,NULL,0.0,114.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,50.0,3.0,NULL,12.0,0.0,0.0,3.0,0.0,0.0,NULL,13.0,24.3,20.7,29.5,5.6,46.0,89.0,alto
451,NULL,0.0,54.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,16.0,2.0,NULL,3.0,0.0,0.0,2.0,0.0,0.0,NULL,4.0,25.3,20.9,30.4,0.0,38.0,88.0,alto
452,NULL,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,20.3,16.4,23.7,36.8,72.0,99.0,medio
453,NULL,0.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,12.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,NULL,10.0,22.2,17.0,28.1,0.2,48.0,98.0,medio
454,NULL,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,10.0,0.0,NULL,6.0,0.0,0.0,0.0,0.0,0.0,NULL,5.0,20.8,17.9,27.2,5.8,54.0,95.0,alto
455,NULL,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,NULL,8.0,20.8,16.5,24.6,0.8,43.0,96.0,alto
456,NULL,0.0,95.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,12.0,1.0,NULL,7.0,0.0,0.0,0.0,0.0,0.0,NULL,21.0,21.1,17.7,24.5,0.0,51.0,75.0,alto
457,NULL,0.0,123.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,9.0,0.0,NULL,3.0,0.0,0.0,1.0,0.0,0.0,NULL,9.0,20.9,17.5,25.0,1.2,53.0,89.0,alto
458,NULL,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,0.0,13.0,0.0,NULL,4.0,0.0,0.0,0.0,0.0,0.0,NULL,3.0,20.7,14.1,27.1,6.8,56.0,95.0,alto
459,NULL,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,NULL,6.0,0.0,0.0,0.0,0.0,0.0,NULL,3.0,18.9,13.2,24.4,6.4,36.0,96.0,alto
460,NULL,0.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,11.0,0.0,NULL,10.0,0.0,0.0,0.0,0.0,0.0,NULL,14.0,21.1,15.3,26.0,0.0,40.0,78.0,alto
461,NULL,0.0,216.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,21.0,1.0,NULL,6.0,0.0,0.0,0.0,0.0,0.0,NULL,11.0,23.0,17.2,28.2,0.0,38.0,82.0,alto
462,NULL,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,7.0,0.0,20.0,0.0,NULL,14.0,0.0,0.0,0.0,0.0,0.0,NULL,22.0,23.4,19.0,28.8,0.4,38.0,84.0,alto
463,NULL,0.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,16.0,2.0,NULL,4.0,0.0,0.0,0.0,0.0,0.0,NULL,18.0,23.9,18.0,29.2,0.0,41.0,88.0,alto
464,NULL,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,12.0,0.0,NULL,20.0,0.0,0.0,0.0,0.0,0.0,NULL,16.0,24.1,20.4,27.8,0.0,49.0,79.0,alto
465,NULL,0.0,180.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,6.0,0.0,NULL,9.0,0.0,0.0,0.0,0.0,0.0,NULL,38.0,25.0,19.5,29.8,0.0,46.0,83.0,alto
466,NULL,0.0,274.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,18.0,0.0,NULL,9.0,0.0,0.0,0.0,0.0,0.0,NULL,43.0,25.4,20.0,30.7,0.0,35.0,85.0,alto
467,NULL,0.0,193.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,5.0,0.0,19.0,0.0,NULL,16.0,0.0,0.0,0.0,0.0,0.0,NULL,41.0,26.5,20.3,31.8,0.0,37.0,85.0,alto
468,NULL,0.0,125.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,10.0,0.0,32.0,0.0,NULL,18.0,0.0,0.0,0.0,0.0,0.0,NULL,59.0,26.5,22.1,32.8,0.2,45.0,79.0,alto
469,NULL,0.0,116.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,22.0,0.0,NULL,18.0,0.0,0.0,0.0,0.0,0.0,NULL,35.0,27.5,21.2,33.3,0.0,45.0,79.0,alto
470,NULL,0.0,107.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,11.0,0.0,NULL,5.0,0.0,0.0,0.0,0.0,0.0,NULL,28.0,28.6,24.0,33.2,0.0,49.0,87.0,alto
471,NULL,0.0,91.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,18.0,0.0,NULL,16.0,0.0,0.0,0.0,0.0,0.0,NULL,50.0,28.6,24.0,33.2,0.0,51.0,82.0,alto
472,NULL,0.0,104.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,23.0,0.0,NULL,14.0,0.0,0.0,0.0,0.0,0.0,NULL,21.0,29.7,24.8,34.8,0.0,47.0,87.0,alto
473,NULL,0.0,84.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,24.0,0.0,25.0,0.0,NULL,14.0,0.0,0.0,1.0,0.0,0.0,NULL,18.0,27.8,22.1,32.6,0.0,58.0,85.0,alto
474,NULL,0.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,NULL,5.0,0.0,0.0,0.0,0.0,0.0,NULL,4.0,24.7,21.8,28.4,0.0,43.0,87.0,alto
475,NULL,0.0,40.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,11.0,0.0,NULL,14.0,0.0,0.0,0.0,0.0,0.0,NULL,28.0,24.3,20.8,28.7,0.0,31.0,70.0,alto
476,NULL,0.0,74.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,12.0,0.0,NULL,4.0,0.0,0.0,0.0,0.0,0.0,NULL,23.0,25.2,19.1,31.0,0.0,34.0,81.0,alto
477,NULL,0.0,70.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,16.0,0.0,NULL,15.0,0.0,0.0,0.0,0.0,0.0,NULL,18.0,27.2,21.2,33.1,0.0,30.0,76.0,alto
478,NULL,0.0,73.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,31.0,0.0,NULL,18.0,0.0,0.0,0.0,0.0,0.0,NULL,7.0,26.7,22.7,30.9,0.0,41.0,73.0,alto
479,NULL,0.0,71.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,13.0,0.0,NULL,10.0,0.0,0.0,0.0,0.0,0.0,NULL,11.0,27.2,22.3,32.4,0.0,41.0,73.0,alto
480,NULL,0.0,126.0,16.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,27.0,0.0,NULL,13.0,0.0,0.0,0.0,0.0,0.0,NULL,12.0,28.3,23.5,33.0,0.0,45.0,83.0,alto
481,NULL,0.0,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,NULL,6.0,28.8,23.9,33.5,0.0,40.0,89.0,medio
482,NULL,0.0,69.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,7.0,0.0,13.0,0.0,NULL,1.0,0.0,0.0,2.0,0.0,0.0,NULL,15.0,29.7,24.2,35.4,0.0,28.0,91.0,medio
483,NULL,0.0,135.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,14.0,0.0,NULL,6.0,0.0,0.0,3.0,0.0,0.0,NULL,10.0,29.9,25.4,35.5,0.0,43.0,88.0,alto
484,NULL,0.0,209.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,13.0,0.0,8.0,0.0,NULL,2.0,0.0,0.0,1.0,0.0,0.0,NULL,5.0,30.4,25.6,35.3,0.0,33.0,91.0,medio
485,NULL,0.0,104.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,13.0,0.0,NULL,8.0,0.0,0.0,2.0,0.0,0.0,NULL,8.0,29.6,24.0,34.7,0.0,43.0,88.0,alto
486,NULL,0.0,127.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,10.0,0.0,6.0,0.0,NULL,8.0,0.0,0.0,0.0,0.0,0.0,NULL,12.0,30.3,24.9,35.7,0.0,39.0,89.0,alto
487,NULL,0.0,208.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,14.0,0.0,NULL,7.0,0.0,0.0,0.0,0.0,0.0,NULL,11.0,31.3,26.2,36.6,0.0,37.0,77.0,alto
488,NULL,0.0,78.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,NULL,7.0,0.0,0.0,0.0,0.0,0.0,NULL,7.0,28.1,23.8,32.6,0.0,39.0,78.0,alto
489,NULL,0.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,6.0,0.0,NULL,11.0,0.0,0.0,2.0,0.0,0.0,NULL,1.0,24.0,19.2,27.2,2.4,51.0,90.0,alto
490,NULL,0.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,NULL,1.0,24.5,18.3,30.4,4.2,47.0,94.0,medio
491,NULL,0.0,47.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,7.0,0.0,4.0,0.0,NULL,2.0,0.0,0.0,1.0,0.0,0.0,NULL,1.0,25.8,21.8,30.0,0.0,51.0,84.0,medio
492,NULL,0.0,124.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,2.0,25.8,20.7,32.1,6.4,39.0,93.0,assente
493,NULL,0.0,62.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,NULL,5.0,0.0,0.0,0.0,0.0,0.0,NULL,1.0,23.3,17.5,27.5,14.6,50.0,95.0,alto
494,NULL,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,1.0,0.0,0.0,NULL,7.0,22.2,17.5,26.4,0.0,38.0,91.0,assente
495,NULL,0.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,NULL,6.0,22.3,18.6,27.9,4.8,38.0,94.0,medio
496,NULL,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,4.0,22.2,17.0,27.1,4.0,54.0,96.0,assente
497,NULL,0.0,254.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,5.0,0.0,0.0,0.0,0.0,0.0,NULL,14.0,25.8,19.8,31.4,0.0,40.0,87.0,alto
498,NULL,0.0,297.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,NULL,15.0,27.3,21.8,33.6,0.0,43.0,82.0,alto
499,NULL,0.0,239.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,NULL,32.0,28.4,23.2,33.8,0.0,37.0,82.0,alto
500,NULL,0.0,226.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,NULL,59.0,29.1,22.9,35.0,0.0,30.0,76.0,medio
501,NULL,0.0,295.0,11.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,NULL,11.0,0.0,0.0,0.0,0.0,0.0,NULL,59.0,29.8,25.1,35.0,0.0,32.0,68.0,alto
502,NULL,0.0,322.0,4.0,0.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,11.0,0.0,0.0,0.0,0.0,0.0,NULL,77.0,29.9,26.0,35.3,0.0,33.0,67.0,alto
503,NULL,0.0,183.0,14.0,0.0,7.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,NULL,8.0,0.0,0.0,0.0,0.0,0.0,NULL,57.0,29.0,23.9,34.9,0.0,32.0,65.0,alto
504,NULL,0.0,404.0,18.0,0.0,11.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,NULL,6.0,0.0,0.0,0.0,0.0,0.0,NULL,58.0,27.1,22.1,33.5,0.0,26.0,73.0,alto
505,NULL,0.0,151.0,10.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,46.0,27.0,20.4,33.3,0.0,30.0,78.0,assente
506,NULL,0.0,98.0,18.0,0.0,9.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,4.0,0.0,0.0,0.0,0.0,0.0,NULL,63.0,28.6,22.5,35.5,0.0,22.0,64.0,alto
507,NULL,0.0,121.0,20.0,0.0,15.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,5.0,0.0,0.0,0.0,0.0,0.0,NULL,42.0,28.9,22.3,35.9,0.0,24.0,61.0,alto
508,NULL,0.0,168.0,17.0,0.0,5.0,8.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,5.0,0.0,0.0,0.0,0.0,0.0,NULL,37.0,28.6,23.2,34.4,0.0,27.0,71.0,alto
509,NULL,0.0,255.0,27.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,37.0,25.0,19.7,30.1,2.2,44.0,92.0,assente
510,NULL,0.0,143.0,12.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,18.0,21.9,20.1,24.3,0.2,61.0,90.0,assente
511,NULL,0.0,111.0,19.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,23.0,22.9,19.8,27.7,0.2,52.0,86.0,assente
512,NULL,0.0,158.0,53.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,36.0,23.6,19.3,29.5,0.0,40.0,89.0,assente
513,NULL,0.0,46.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,5.0,18.0,16.9,20.4,12.8,68.0,96.0,assente
514,NULL,0.0,247.0,67.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,NULL,63.0,22.3,16.7,29.0,7.2,36.0,96.0,medio
515,NULL,0.0,130.0,15.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,NULL,11.0,20.8,16.9,26.4,1.0,43.0,97.0,alto
516,NULL,0.0,143.0,17.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,25.0,21.2,16.1,26.7,0.2,40.0,85.0,assente
517,NULL,0.0,116.0,18.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,NULL,35.0,21.9,16.3,25.5,0.0,45.0,79.0,medio
518,NULL,0.0,133.0,21.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,20.0,20.3,18.1,22.2,4.4,70.0,95.0,assente
519,NULL,0.0,49.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,NULL,14.0,23.2,19.3,29.6,0.0,52.0,92.0,medio
520,NULL,0.0,241.0,27.0,0.0,11.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,4.0,0.0,0.0,0.0,0.0,0.0,NULL,65.0,23.5,19.5,29.0,0.0,45.0,81.0,alto
521,NULL,0.0,408.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,61.0,24.3,19.3,30.6,0.0,44.0,88.0,assente
