"id","data","aceraceae","alternaria","altriPollini","alnus","ambrosia","artemisia","betulaceae","betula","compositae","corylaceae","cupressaceaeTaxaceae","carpinus","castaneaSativa","fagaceae","fagusSylvatica","gramineae","oleaceae","pinaceae","plantaginaceae","platanaceae","populus","quercus","salicaceae","salix","ulmaceae","urticaceae","tMed","tMin","tMax","precipitazione","uMin","uMax","classPlantaginaceae"
1,"13/01/2014",0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.6,9.3,0.6,82.0,100.0,"assente"
2,"14/01/2014",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,5.1,10.3,22.6,100.0,100.0,"assente"
3,"15/01/2014",0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.9,7.4,0.0,92.0,100.0,"assente"
4,"16/01/2014",0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.7,6.2,0.4,100.0,100.0,"assente"
5,"17/01/2014",0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,6.2,9.1,11.2,100.0,100.0,"assente"
6,"18/01/2014",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,7.6,10.2,15.2,100.0,100.0,"assente"
7,"19/01/2014",0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.7,12.6,13.6,98.0,100.0,"assente"
8,"20/01/2014",0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,9.2,10.7,2.4,100.0,100.0,"assente"
9,"21/01/2014",0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.6,12.9,0.0,73.0,100.0,"assente"
10,"22/01/2014",0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,6.3,13.1,0.0,60.0,100.0,"assente"
11,"23/01/2014",0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,9.8,1.6,94.0,100.0,"assente"
12,"24/01/2014",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,5.6,8.4,2.8,77.0,100.0,"assente"
13,"25/01/2014",0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,1.3,10.5,0.0,58.0,100.0,"assente"
14,"26/01/2014",0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,9.7,0.0,59.0,100.0,"assente"
15,"27/01/2014",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.1,6.9,16.8,69.0,100.0,"assente"
16,"28/01/2014",0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.8,7.8,4.0,58.0,100.0,"assente"
17,"29/01/2014",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.3,7.6,3.6,64.0,100.0,"assente"
18,"30/01/2014",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.2,7.6,32.4,95.0,100.0,"assente"
19,"31/01/2014",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,7.6,10.4,20.6,100.0,100.0,"assente"
20,"01/02/2014",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,8.7,10.5,11.2,100.0,100.0,"assente"
21,"02/02/2014",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.9,9.7,24.6,82.0,100.0,"assente"
22,"03/02/2014",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,5.0,7.4,30.6,100.0,100.0,"assente"
23,"04/02/2014",0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.2,7.3,24.0,100.0,100.0,"assente"
24,"05/02/2014",0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,6.8,8.2,2.0,100.0,100.0,"assente"
25,"06/02/2014",0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,5.5,13.2,5.6,57.0,100.0,"assente"
26,"07/02/2014",0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.4,9.2,2.4,84.0,100.0,"assente"
27,"08/02/2014",0.0,7.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,6.4,12.6,0.2,60.0,100.0,"assente"
28,"09/02/2014",0.0,8.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.0,10.3,6.0,75.0,100.0,"assente"
29,"10/02/2014",0.0,5.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.2,5.6,6.7,31.0,82.0,100.0,"assente"
30,"11/02/2014",0.0,3.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.8,6.4,9.1,5.4,91.0,100.0,"assente"
31,"12/02/2014",0.0,3.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.6,5.3,13.7,0.0,54.0,100.0,"assente"
32,"13/02/2014",0.0,4.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.1,3.0,8.1,5.2,100.0,100.0,"assente"
33,"14/02/2014",0.0,2.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.8,3.9,13.2,0.0,55.0,100.0,"assente"
34,"15/02/2014",0.0,5.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.4,6.1,11.3,0.0,66.0,100.0,"assente"
35,"16/02/2014",0.0,6.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,10.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.7,6.7,15.2,0.0,66.0,100.0,"assente"
36,"17/02/2014",0.0,11.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,18.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,6.0,0.0,11.5,8.3,16.4,0.8,47.0,100.0,"assente"
37,"18/02/2014",0.0,7.0,0.0,73.0,0.0,0.0,73.0,0.0,0.0,23.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,11.0,0.0,10.1,5.7,13.6,0.0,66.0,100.0,"assente"
38,"19/02/2014",0.0,9.0,0.0,79.0,0.0,0.0,79.0,0.0,0.0,16.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,14.0,0.0,11.5,9.9,13.3,1.6,75.0,100.0,"assente"
39,"20/02/2014",0.0,5.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,9.0,0.0,9.7,8.4,11.2,1.8,70.0,100.0,"assente"
40,"21/02/2014",0.0,7.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,14.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,18.0,0.0,11.1,7.8,15.6,2.2,56.0,100.0,"assente"
41,"22/02/2014",0.0,4.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,10.0,0.0,8.3,7.1,9.9,11.8,79.0,100.0,"assente"
42,"23/02/2014",0.0,6.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,7.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,15.0,0.0,8.1,4.2,14.2,0.0,32.0,100.0,"assente"
43,"24/02/2014",0.0,6.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,23.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,20.0,0.0,8.6,3.7,14.6,0.0,36.0,100.0,"assente"
44,"25/02/2014",0.0,3.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,17.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,8.9,3.6,15.0,0.0,38.0,100.0,"assente"
45,"26/02/2014",0.0,5.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,10.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,25.0,0.0,9.0,5.8,13.5,4.6,56.0,100.0,"assente"
46,"27/02/2014",0.0,4.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,6.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,14.0,0.0,10.0,7.3,13.7,0.0,61.0,100.0,"assente"
47,"28/02/2014",0.0,6.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,18.0,0.0,8.7,5.6,11.7,0.2,63.0,100.0,"assente"
48,"01/03/2014",0.0,3.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,11.0,0.0,7.9,6.9,9.8,53.4,78.0,100.0,"assente"
49,"02/03/2014",0.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,8.6,7.4,10.3,14.0,95.0,100.0,"assente"
50,"03/03/2014",0.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,11.0,0.0,9.5,5.0,13.6,0.0,52.0,100.0,"assente"
51,"04/03/2014",0.0,4.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,4.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,14.0,0.0,10.0,8.1,12.9,0.0,51.0,94.0,"assente"
52,"05/03/2014",0.0,2.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,6.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,7.0,0.0,11.4,6.6,15.8,0.0,38.0,87.0,"assente"
53,"06/03/2014",0.0,3.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,14.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,9.0,0.0,11.7,6.0,18.1,0.0,25.0,96.0,"assente"
54,"07/03/2014",0.0,1.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,17.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,17.0,0.0,11.7,6.2,18.5,0.0,39.0,89.0,"assente"
55,"08/03/2014",0.0,2.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,10.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,10.0,0.0,11.4,8.4,16.1,0.0,35.0,93.0,"assente"
56,"09/03/2014",0.0,1.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,7.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,14.0,0.0,11.0,5.6,18.4,0.0,25.0,96.0,"assente"
57,"18/03/2014",15.0,3.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,12.0,45.0,12.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,4.0,20.0,0.0,1.0,0.0,11.4,7.5,17.3,0.0,61.0,100.0,"assente"
58,"19/03/2014",10.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,17.0,35.0,17.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,24.0,2.0,33.0,9.0,0.0,0.0,12.6,10.4,17.5,0.0,66.0,100.0,"assente"
59,"20/03/2014",13.0,5.0,11.0,2.0,0.0,0.0,13.0,11.0,1.0,59.0,97.0,59.0,0.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,31.0,10.0,39.0,9.0,3.0,1.0,13.8,9.8,20.1,0.0,46.0,100.0,"assente"
60,"21/03/2014",39.0,8.0,7.0,0.0,0.0,0.0,18.0,18.0,0.0,51.0,58.0,51.0,0.0,15.0,0.0,5.0,6.0,0.0,0.0,2.0,48.0,15.0,56.0,8.0,4.0,2.0,13.3,8.4,18.9,0.0,44.0,100.0,"assente"
61,"22/03/2014",38.0,3.0,12.0,3.0,0.0,0.0,27.0,24.0,0.0,175.0,92.0,175.0,0.0,11.0,0.0,13.0,2.0,5.0,0.0,6.0,122.0,11.0,134.0,13.0,1.0,7.0,13.7,11.2,17.4,1.0,58.0,100.0,"assente"
62,"23/03/2014",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,11.4,7.5,16.2,11.6,60.0,100.0,"assente"
63,"25/03/2014",6.0,2.0,8.0,1.0,0.0,0.0,11.0,10.0,0.0,13.0,1.0,13.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,53.0,6.0,11.0,8.0,2.0,2.0,3.0,8.3,5.0,10.9,0.6,57.0,100.0,"assente"
64,"26/03/2014",7.0,2.0,18.0,2.0,0.0,0.0,31.0,29.0,1.0,55.0,7.0,55.0,0.0,34.0,0.0,5.0,4.0,0.0,0.0,55.0,11.0,34.0,18.0,7.0,2.0,12.0,10.2,6.8,14.1,0.0,46.0,76.0,"assente"
65,"27/03/2014",2.0,7.0,36.0,0.0,0.0,0.0,70.0,70.0,0.0,51.0,31.0,51.0,0.0,52.0,1.0,5.0,7.0,1.0,0.0,148.0,32.0,51.0,44.0,13.0,4.0,15.0,12.9,9.3,16.9,0.0,37.0,69.0,"assente"
66,"28/03/2014",0.0,0.0,393.0,0.0,0.0,0.0,22.0,22.0,0.0,67.0,16.0,67.0,0.0,12.0,0.0,5.0,1.0,2.0,0.0,335.0,8.0,12.0,25.0,18.0,1.0,51.0,14.4,9.3,20.9,0.0,29.0,77.0,"assente"
67,"29/03/2014",0.0,0.0,38.0,0.0,0.0,0.0,36.0,36.0,0.0,92.0,4.0,92.0,0.0,15.0,0.0,8.0,0.0,0.0,0.0,524.0,17.0,15.0,24.0,8.0,0.0,59.0,14.3,7.9,20.6,0.0,31.0,83.0,"assente"
68,"30/03/2014",0.0,2.0,61.0,0.0,0.0,0.0,18.0,18.0,0.0,82.0,9.0,82.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,364.0,3.0,8.0,13.0,10.0,0.0,104.0,14.9,8.9,21.2,0.0,33.0,84.0,"assente"
69,"31/03/2014",0.0,5.0,77.0,0.0,0.0,0.0,35.0,35.0,0.0,104.0,24.0,104.0,0.0,16.0,0.0,15.0,5.0,0.0,0.0,564.0,9.0,16.0,31.0,22.0,0.0,93.0,15.0,9.0,22.5,0.0,32.0,100.0,"assente"
70,"01/04/2014",27.0,4.0,125.0,3.0,0.0,0.0,31.0,28.0,0.0,120.0,12.0,120.0,0.0,35.0,0.0,31.0,6.0,0.0,0.0,717.0,10.0,35.0,46.0,36.0,1.0,155.0,15.2,10.5,21.2,0.0,33.0,100.0,"assente"
71,"02/04/2014",29.0,11.0,136.0,0.0,0.0,0.0,35.0,35.0,0.0,122.0,18.0,122.0,0.0,70.0,0.0,23.0,22.0,0.0,0.0,626.0,9.0,70.0,57.0,48.0,1.0,187.0,14.7,9.7,20.2,0.0,45.0,99.0,"assente"
72,"03/04/2014",8.0,6.0,32.0,0.0,0.0,0.0,5.0,5.0,0.0,77.0,85.0,77.0,0.0,36.0,0.0,24.0,11.0,4.0,0.0,190.0,8.0,36.0,28.0,20.0,3.0,251.0,13.6,11.1,16.5,0.0,74.0,100.0,"assente"
73,"04/04/2014",8.0,4.0,39.0,0.0,0.0,0.0,16.0,16.0,0.0,36.0,279.0,36.0,0.0,53.0,2.0,4.0,2.0,23.0,0.0,352.0,5.0,51.0,34.0,29.0,0.0,431.0,14.2,11.3,17.4,0.2,58.0,100.0,"assente"
74,"05/04/2014",9.0,1.0,15.0,0.0,0.0,0.0,41.0,41.0,0.0,101.0,22.0,101.0,0.0,21.0,0.0,13.0,6.0,5.0,0.0,206.0,7.0,21.0,17.0,10.0,0.0,350.0,15.3,13.1,18.5,1.0,57.0,94.0,"assente"
75,"06/04/2014",2.0,1.0,16.0,0.0,0.0,0.0,29.0,29.0,0.0,49.0,4.0,49.0,0.0,18.0,0.0,31.0,7.0,2.0,0.0,226.0,0.0,18.0,7.0,7.0,0.0,377.0,17.0,11.2,23.1,0.0,39.0,98.0,"assente"
76,"07/04/2014",18.0,8.0,15.0,1.0,0.0,0.0,35.0,35.0,0.0,58.0,6.0,58.0,0.0,17.0,0.0,38.0,8.0,1.0,0.0,341.0,1.0,17.0,16.0,15.0,3.0,447.0,17.9,12.1,23.9,0.0,35.0,95.0,"assente"
77,"08/04/2014",43.0,11.0,18.0,0.0,0.0,0.0,12.0,12.0,0.0,97.0,27.0,97.0,0.0,21.0,0.0,42.0,17.0,4.0,0.0,269.0,0.0,21.0,21.0,21.0,1.0,375.0,17.6,12.6,23.5,0.0,41.0,88.0,"assente"
78,"09/04/2014",35.0,13.0,28.0,0.0,0.0,0.0,27.0,27.0,0.0,49.0,25.0,49.0,0.0,81.0,0.0,59.0,18.0,8.0,0.0,371.0,1.0,81.0,15.0,14.0,0.0,267.0,15.9,11.5,19.9,0.0,40.0,92.0,"assente"
79,"10/04/2014",16.0,5.0,18.0,0.0,0.0,0.0,27.0,27.0,0.0,72.0,25.0,72.0,0.0,35.0,2.0,46.0,16.0,3.0,1.0,165.0,3.0,34.0,15.0,12.0,1.0,590.0,14.6,9.8,21.6,0.0,33.0,98.0,"medio"
80,"11/04/2014",32.0,2.0,15.0,0.0,0.0,0.0,21.0,21.0,0.0,49.0,10.0,49.0,0.0,37.0,0.0,36.0,6.0,1.0,0.0,56.0,4.0,37.0,13.0,9.0,1.0,297.0,13.9,10.7,18.1,0.0,49.0,95.0,"assente"
81,"12/04/2014",35.0,1.0,10.0,1.0,0.0,0.0,18.0,17.0,0.0,38.0,29.0,38.0,0.0,15.0,0.0,20.0,7.0,2.0,0.0,119.0,2.0,15.0,3.0,1.0,0.0,488.0,14.7,10.3,19.0,0.0,42.0,100.0,"assente"
82,"13/04/2014",37.0,2.0,12.0,0.0,0.0,0.0,16.0,16.0,0.0,20.0,51.0,20.0,0.0,12.0,0.0,51.0,9.0,1.0,0.0,62.0,1.0,12.0,3.0,2.0,0.0,788.0,14.1,11.3,18.2,0.0,49.0,100.0,"assente"
83,"14/04/2014",21.0,6.0,18.0,0.0,0.0,0.0,44.0,44.0,0.0,35.0,18.0,35.0,0.0,35.0,1.0,63.0,17.0,0.0,0.0,235.0,0.0,35.0,3.0,3.0,0.0,409.0,16.1,9.9,23.0,0.0,42.0,100.0,"assente"
84,"15/04/2014",17.0,5.0,55.0,0.0,0.0,0.0,22.0,22.0,0.0,76.0,16.0,76.0,0.0,22.0,0.0,108.0,8.0,1.0,0.0,124.0,1.0,22.0,7.0,6.0,0.0,413.0,14.2,10.8,17.6,0.0,30.0,90.0,"assente"
85,"16/04/2014",13.0,2.0,25.0,0.0,0.0,0.0,7.0,7.0,0.0,32.0,15.0,32.0,0.0,17.0,0.0,34.0,10.0,1.0,0.0,27.0,2.0,17.0,4.0,2.0,0.0,354.0,13.0,7.4,18.0,0.0,14.0,78.0,"assente"
86,"17/04/2014",5.0,3.0,28.0,0.0,0.0,0.0,5.0,5.0,0.0,19.0,2.0,19.0,0.0,8.0,0.0,97.0,12.0,0.0,0.0,44.0,3.0,8.0,3.0,0.0,0.0,218.0,13.7,7.5,19.9,0.0,14.0,63.0,"assente"
87,"18/04/2014",10.0,9.0,14.0,0.0,0.0,0.0,9.0,9.0,0.0,16.0,4.0,16.0,0.0,5.0,0.0,185.0,18.0,0.0,0.0,9.0,1.0,5.0,3.0,2.0,0.0,385.0,14.0,8.3,19.1,0.0,25.0,73.0,"assente"
88,"19/04/2014",18.0,4.0,119.0,0.0,0.0,0.0,7.0,7.0,1.0,37.0,9.0,37.0,0.0,22.0,0.0,125.0,10.0,3.0,0.0,47.0,6.0,22.0,11.0,5.0,0.0,247.0,14.8,11.9,18.2,0.0,44.0,84.0,"assente"
89,"20/04/2014",4.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,3.0,6.0,0.0,6.0,0.0,67.0,5.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,157.0,14.2,10.7,18.5,0.0,53.0,96.0,"assente"
90,"21/04/2014",2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,8.0,3.0,0.0,0.0,9.0,0.0,5.0,1.0,1.0,0.0,65.0,13.0,11.7,15.5,4.0,79.0,100.0,"assente"
91,"22/04/2014",5.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,10.0,0.0,18.0,3.0,4.0,0.0,32.0,1.0,10.0,1.0,0.0,0.0,368.0,15.2,11.0,20.2,0.2,59.0,100.0,"assente"
92,"23/04/2014",8.0,18.0,29.0,0.0,0.0,0.0,4.0,4.0,0.0,44.0,9.0,44.0,0.0,20.0,0.0,354.0,0.0,9.0,1.0,14.0,0.0,20.0,0.0,0.0,1.0,77.0,17.0,12.0,23.0,0.0,46.0,100.0,"medio"
93,"24/04/2014",8.0,29.0,46.0,1.0,0.0,0.0,5.0,4.0,0.0,59.0,5.0,59.0,0.0,16.0,0.0,230.0,6.0,15.0,1.0,28.0,0.0,16.0,0.0,0.0,0.0,162.0,18.8,14.3,24.6,0.0,35.0,77.0,"medio"
94,"28/04/2014",3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,25.0,14.9,12.7,17.9,0.6,71.0,100.0,"assente"
95,"29/04/2014",0.0,3.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,25.0,1.0,3.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,24.0,16.8,12.0,22.7,17.4,44.0,100.0,"assente"
96,"30/04/2014",0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.5,12.0,16.0,46.4,94.0,100.0,"assente"
